loc_rowid,pl_name,hostname,discoverymethod,disc_year
3950,K2-118 b,K2-118,Transit,2017
3951,K2-119 b,K2-119,Transit,2017
3952,K2-119 b,K2-119,Transit,2017
3953,K2-119 b,K2-119,Transit,2017
3954,K2-119 b,K2-119,Transit,2017
3955,K2-119 b,K2-119,Transit,2017
3956,K2-119 b,K2-119,Transit,2017
3957,K2-12 b,K2-12,Transit,2015
3958,K2-12 b,K2-12,Transit,2015
3959,K2-12 b,K2-12,Transit,2015
3960,K2-12 b,K2-12,Transit,2015
3961,K2-12 b,K2-12,Transit,2015
3962,K2-12 b,K2-12,Transit,2015
3963,K2-120 b,K2-120,Transit,2017
3964,K2-120 b,K2-120,Transit,2017
3965,K2-120 b,K2-120,Transit,2017
3966,K2-121 b,K2-121,Transit,2017
3967,K2-121 b,K2-121,Transit,2017
3968,K2-121 b,K2-121,Transit,2017
3969,K2-121 b,K2-121,Transit,2017
3970,K2-121 b,K2-121,Transit,2017
3971,K2-121 b,K2-121,Transit,2017
3972,K2-121 b,K2-121,Transit,2017
3973,K2-121 b,K2-121,Transit,2017
3974,K2-121 b,K2-121,Transit,2017
3975,K2-121 b,K2-121,Transit,2017
3976,K2-122 b,K2-122,Transit,2017
3977,K2-122 b,K2-122,Transit,2017
3978,K2-122 b,K2-122,Transit,2017
3979,K2-122 b,K2-122,Transit,2017
3980,K2-122 b,K2-122,Transit,2017
3981,K2-122 b,K2-122,Transit,2017
3982,K2-122 b,K2-122,Transit,2017
3983,K2-122 b,K2-122,Transit,2017
3984,K2-123 b,K2-123,Transit,2017
3985,K2-123 b,K2-123,Transit,2017
3986,K2-123 b,K2-123,Transit,2017
3987,K2-123 b,K2-123,Transit,2017
3988,K2-123 b,K2-123,Transit,2017
3989,K2-123 b,K2-123,Transit,2017
3990,K2-123 b,K2-123,Transit,2017
3991,K2-123 b,K2-123,Transit,2017
3992,K2-124 b,K2-124,Transit,2017
3993,K2-124 b,K2-124,Transit,2017
3994,K2-124 b,K2-124,Transit,2017
3995,K2-124 b,K2-124,Transit,2017
3996,K2-124 b,K2-124,Transit,2017
3997,K2-124 b,K2-124,Transit,2017
3998,K2-124 b,K2-124,Transit,2017
3999,K2-125 b,K2-125,Transit,2017
4000,K2-126 b,K2-126,Transit,2017
4001,K2-126 b,K2-126,Transit,2017
4002,K2-126 b,K2-126,Transit,2017
4003,K2-126 b,K2-126,Transit,2017
4004,K2-126 b,K2-126,Transit,2017
4005,K2-126 b,K2-126,Transit,2017
4006,K2-126 b,K2-126,Transit,2017
4007,K2-127 b,K2-127,Transit,2017
4008,K2-127 b,K2-127,Transit,2017
4009,K2-127 b,K2-127,Transit,2017
4010,K2-127 b,K2-127,Transit,2017
4011,K2-127 b,K2-127,Transit,2017
4012,K2-128 b,K2-128,Transit,2017
4013,K2-128 b,K2-128,Transit,2017
4014,K2-128 b,K2-128,Transit,2017
4015,K2-129 b,K2-129,Transit,2017
4016,K2-129 b,K2-129,Transit,2017
4017,K2-13 b,K2-13,Transit,2015
4018,K2-13 b,K2-13,Transit,2015
4019,K2-13 b,K2-13,Transit,2015
4020,K2-130 b,K2-130,Transit,2017
4021,K2-130 b,K2-130,Transit,2017
4022,K2-130 b,K2-130,Transit,2017
4023,K2-131 b,K2-131,Transit,2017
4024,K2-131 b,K2-131,Transit,2017
4025,K2-131 b,K2-131,Transit,2017
4026,K2-131 b,K2-131,Transit,2017
4027,K2-131 b,K2-131,Transit,2017
4028,K2-131 b,K2-131,Transit,2017
4029,K2-131 b,K2-131,Transit,2017
4030,K2-132 b,K2-132,Transit,2017
4031,K2-132 b,K2-132,Transit,2017
4032,K2-132 b,K2-132,Transit,2017
4033,K2-132 b,K2-132,Transit,2017
4034,K2-132 b,K2-132,Transit,2017
4035,K2-132 b,K2-132,Transit,2017
4036,K2-133 b,K2-133,Transit,2017
4037,K2-133 b,K2-133,Transit,2017
4038,K2-133 c,K2-133,Transit,2017
4039,K2-133 c,K2-133,Transit,2017
4040,K2-133 d,K2-133,Transit,2017
4041,K2-133 d,K2-133,Transit,2017
4042,K2-133 d,K2-133,Transit,2017
4043,K2-133 e,K2-133,Transit,2019
4044,K2-136 b,K2-136,Transit,2017
4045,K2-136 b,K2-136,Transit,2017
4046,K2-136 b,K2-136,Transit,2017
4047,K2-136 c,K2-136,Transit,2017
4048,K2-136 c,K2-136,Transit,2017
4049,K2-136 c,K2-136,Transit,2017
4050,K2-136 c,K2-136,Transit,2017
4051,K2-136 c,K2-136,Transit,2017
4052,K2-136 c,K2-136,Transit,2017
4053,K2-136 d,K2-136,Transit,2017
4054,K2-136 d,K2-136,Transit,2017
4055,K2-136 d,K2-136,Transit,2017
4056,K2-137 b,K2-137,Transit,2017
4057,K2-137 b,K2-137,Transit,2017
4058,K2-138 b,K2-138,Transit,2017
4059,K2-138 b,K2-138,Transit,2017
4060,K2-138 b,K2-138,Transit,2017
4061,K2-138 c,K2-138,Transit,2017
4062,K2-138 c,K2-138,Transit,2017
4063,K2-138 c,K2-138,Transit,2017
4064,K2-138 d,K2-138,Transit,2017
4065,K2-138 d,K2-138,Transit,2017
4066,K2-138 d,K2-138,Transit,2017
4067,K2-138 e,K2-138,Transit,2017
4068,K2-138 e,K2-138,Transit,2017
4069,K2-138 e,K2-138,Transit,2017
4070,K2-138 e,K2-138,Transit,2017
4071,K2-138 f,K2-138,Transit,2017
4072,K2-138 f,K2-138,Transit,2017
4073,K2-138 f,K2-138,Transit,2017
4074,K2-138 g,K2-138,Transit,2021
4075,K2-138 g,K2-138,Transit,2021
4076,K2-139 b,K2-139,Transit,2017
4077,K2-139 b,K2-139,Transit,2017
4078,K2-139 b,K2-139,Transit,2017
4079,K2-139 b,K2-139,Transit,2017
4080,K2-139 b,K2-139,Transit,2017
4081,K2-14 b,K2-14,Transit,2015
4082,K2-14 b,K2-14,Transit,2015
4083,K2-14 b,K2-14,Transit,2015
4084,K2-14 b,K2-14,Transit,2015
4085,K2-14 b,K2-14,Transit,2015
4086,K2-140 b,K2-140,Transit,2017
4087,K2-140 b,K2-140,Transit,2017
4088,K2-140 b,K2-140,Transit,2017
4089,K2-140 b,K2-140,Transit,2017
4090,K2-140 b,K2-140,Transit,2017
4091,K2-141 b,K2-141,Transit,2018
4092,K2-141 b,K2-141,Transit,2018
4093,K2-141 b,K2-141,Transit,2018
4094,K2-141 b,K2-141,Transit,2018
4095,K2-141 b,K2-141,Transit,2018
4096,K2-141 c,K2-141,Transit,2018
4097,K2-141 c,K2-141,Transit,2018
4098,K2-146 b,K2-146,Transit,2018
4099,K2-146 b,K2-146,Transit,2018
4100,K2-146 b,K2-146,Transit,2018
4101,K2-146 b,K2-146,Transit,2018
4102,K2-146 b,K2-146,Transit,2018
4103,K2-146 b,K2-146,Transit,2018
4104,K2-146 b,K2-146,Transit,2018
4105,K2-146 b,K2-146,Transit,2018
4106,K2-146 b,K2-146,Transit,2018
4107,K2-146 c,K2-146,Transit,2019
4108,K2-146 c,K2-146,Transit,2019
4109,K2-147 b,K2-147,Transit,2018
4110,K2-147 b,K2-147,Transit,2018
4111,K2-147 b,K2-147,Transit,2018
4112,K2-148 b,K2-148,Transit,2018
4113,K2-148 b,K2-148,Transit,2018
4114,K2-148 c,K2-148,Transit,2018
4115,K2-148 c,K2-148,Transit,2018
4116,K2-148 d,K2-148,Transit,2018
4117,K2-148 d,K2-148,Transit,2018
4118,K2-149 b,K2-149,Transit,2018
4119,K2-15 b,K2-15,Transit,2015
4120,K2-15 b,K2-15,Transit,2015
4121,K2-15 b,K2-15,Transit,2015
4122,K2-15 b,K2-15,Transit,2015
4123,K2-150 b,K2-150,Transit,2018
4124,K2-150 b,K2-150,Transit,2018
4125,K2-151 b,K2-151,Transit,2018
4126,K2-151 b,K2-151,Transit,2018
4127,K2-151 b,K2-151,Transit,2018
4128,K2-151 b,K2-151,Transit,2018
4129,K2-152 b,K2-152,Transit,2018
4130,K2-152 b,K2-152,Transit,2018
4131,K2-153 b,K2-153,Transit,2018
4132,K2-153 b,K2-153,Transit,2018
4133,K2-154 b,K2-154,Transit,2018
4134,K2-154 b,K2-154,Transit,2018
4135,K2-154 c,K2-154,Transit,2018
4136,K2-154 c,K2-154,Transit,2018
4137,K2-155 b,K2-155,Transit,2018
4138,K2-155 b,K2-155,Transit,2018
4139,K2-155 c,K2-155,Transit,2018
4140,K2-155 c,K2-155,Transit,2018
4141,K2-155 c,K2-155,Transit,2018
4142,K2-155 c,K2-155,Transit,2018
4143,K2-155 d,K2-155,Transit,2018
4144,K2-155 d,K2-155,Transit,2018
4145,K2-156 b,K2-156,Transit,2018
4146,K2-156 b,K2-156,Transit,2018
4147,K2-156 b,K2-156,Transit,2018
4148,K2-157 b,K2-157,Transit,2018
4149,K2-157 b,K2-157,Transit,2018
4150,K2-158 b,K2-158,Transit,2018
4151,K2-158 b,K2-158,Transit,2018
4152,K2-158 c,K2-158,Transit,2018
4153,K2-159 b,K2-159,Transit,2018
4154,K2-159 b,K2-159,Transit,2018
4155,K2-16 b,K2-16,Transit,2015
4156,K2-16 b,K2-16,Transit,2015
4157,K2-16 b,K2-16,Transit,2015
4158,K2-16 b,K2-16,Transit,2015
4159,K2-16 b,K2-16,Transit,2015
4160,K2-16 c,K2-16,Transit,2015
4161,K2-16 c,K2-16,Transit,2015
4162,K2-16 c,K2-16,Transit,2015
4163,K2-16 c,K2-16,Transit,2015
4164,K2-16 c,K2-16,Transit,2015
4165,K2-160 b,K2-160,Transit,2018
4166,K2-161 b,K2-161,Transit,2018
4167,K2-162 b,K2-162,Transit,2018
4168,K2-162 b,K2-162,Transit,2018
4169,K2-163 b,K2-163,Transit,2018
4170,K2-164 b,K2-164,Transit,2018
4171,K2-164 b,K2-164,Transit,2018
4172,K2-164 b,K2-164,Transit,2018
4173,K2-165 b,K2-165,Transit,2018
4174,K2-165 c,K2-165,Transit,2018
4175,K2-165 d,K2-165,Transit,2018
4176,K2-165 d,K2-165,Transit,2018
4177,K2-166 b,K2-166,Transit,2018
4178,K2-166 b,K2-166,Transit,2018
4179,K2-167 b,K2-167,Transit,2018
4180,K2-167 b,K2-167,Transit,2018
4181,K2-167 b,K2-167,Transit,2018
4182,K2-167 b,K2-167,Transit,2018
4183,K2-167 b,K2-167,Transit,2018
4184,K2-167 b,K2-167,Transit,2018
4185,K2-168 b,K2-168,Transit,2018
4186,K2-168 b,K2-168,Transit,2018
4187,K2-168 b,K2-168,Transit,2018
4188,K2-168 b,K2-168,Transit,2018
4189,K2-169 b,K2-169,Transit,2018
4190,K2-169 b,K2-169,Transit,2018
4191,K2-169 b,K2-169,Transit,2018
4192,K2-17 b,K2-17,Transit,2015
4193,K2-17 b,K2-17,Transit,2015
4194,K2-17 b,K2-17,Transit,2015
4195,K2-17 b,K2-17,Transit,2015
4196,K2-17 b,K2-17,Transit,2015
4197,K2-17 b,K2-17,Transit,2015
4198,K2-170 b,K2-170,Transit,2018
4199,K2-170 b,K2-170,Transit,2018
4200,K2-170 b,K2-170,Transit,2018
4201,K2-170 c,K2-170,Transit,2018
4202,K2-170 c,K2-170,Transit,2018
4203,K2-170 c,K2-170,Transit,2018
4204,K2-171 b,K2-171,Transit,2018
4205,K2-171 b,K2-171,Transit,2018
4206,K2-171 b,K2-171,Transit,2018
4207,K2-172 b,K2-172,Transit,2018
4208,K2-172 b,K2-172,Transit,2018
4209,K2-172 b,K2-172,Transit,2018
4210,K2-172 c,K2-172,Transit,2018
4211,K2-172 c,K2-172,Transit,2018
4212,K2-172 c,K2-172,Transit,2018
4213,K2-172 c,K2-172,Transit,2018
4214,K2-173 b,K2-173,Transit,2018
4215,K2-173 b,K2-173,Transit,2018
4216,K2-174 b,K2-174,Transit,2018
4217,K2-174 b,K2-174,Transit,2018
4218,K2-174 b,K2-174,Transit,2018
4219,K2-174 b,K2-174,Transit,2018
4220,K2-174 b,K2-174,Transit,2018
4221,K2-174 b,K2-174,Transit,2018
4222,K2-174 b,K2-174,Transit,2018
4223,K2-175 b,K2-175,Transit,2018
4224,K2-176 b,K2-176,Transit,2018
4225,K2-176 b,K2-176,Transit,2018
4226,K2-177 b,K2-177,Transit,2018
4227,K2-178 b,K2-178,Transit,2018
4228,K2-178 b,K2-178,Transit,2018
4229,K2-179 b,K2-179,Transit,2018
4230,K2-179 b,K2-179,Transit,2018
4231,K2-179 b,K2-179,Transit,2018
4232,K2-18 b,K2-18,Transit,2015
4233,K2-18 b,K2-18,Transit,2015
4234,K2-18 b,K2-18,Transit,2015
4235,K2-18 b,K2-18,Transit,2015
4236,K2-18 b,K2-18,Transit,2015
4237,K2-18 b,K2-18,Transit,2015
4238,K2-18 b,K2-18,Transit,2015
4239,K2-18 b,K2-18,Transit,2015
4240,K2-18 b,K2-18,Transit,2015
4241,K2-18 b,K2-18,Transit,2015
4242,K2-18 c,K2-18,Radial Velocity,2017
4243,K2-180 b,K2-180,Transit,2018
4244,K2-180 b,K2-180,Transit,2018
4245,K2-180 b,K2-180,Transit,2018
4246,K2-180 b,K2-180,Transit,2018
4247,K2-180 b,K2-180,Transit,2018
4248,K2-180 b,K2-180,Transit,2018
4249,K2-180 b,K2-180,Transit,2018
4250,K2-180 b,K2-180,Transit,2018
4251,K2-181 b,K2-181,Transit,2018
4252,K2-181 b,K2-181,Transit,2018
4253,K2-181 b,K2-181,Transit,2018
4254,K2-181 b,K2-181,Transit,2018
4255,K2-181 b,K2-181,Transit,2018
4256,K2-181 b,K2-181,Transit,2018
4257,K2-182 b,K2-182,Transit,2018
4258,K2-182 b,K2-182,Transit,2018
4259,K2-182 b,K2-182,Transit,2018
4260,K2-182 b,K2-182,Transit,2018
4261,K2-182 b,K2-182,Transit,2018
4262,K2-182 b,K2-182,Transit,2018
4263,K2-182 b,K2-182,Transit,2018
4264,K2-182 b,K2-182,Transit,2018
4265,K2-182 b,K2-182,Transit,2018
4266,K2-183 b,K2-183,Transit,2018
4267,K2-183 b,K2-183,Transit,2018
4268,K2-183 b,K2-183,Transit,2018
4269,K2-183 c,K2-183,Transit,2018
4270,K2-183 c,K2-183,Transit,2018
4271,K2-183 c,K2-183,Transit,2018
4272,K2-183 c,K2-183,Transit,2018
4273,K2-183 c,K2-183,Transit,2018
4274,K2-183 c,K2-183,Transit,2018
4275,K2-183 c,K2-183,Transit,2018
4276,K2-183 d,K2-183,Transit,2018
4277,K2-183 d,K2-183,Transit,2018
4278,K2-183 d,K2-183,Transit,2018
4279,K2-183 d,K2-183,Transit,2018
4280,K2-183 d,K2-183,Transit,2018
4281,K2-184 b,K2-184,Transit,2018
4282,K2-184 b,K2-184,Transit,2018
4283,K2-184 b,K2-184,Transit,2018
4284,K2-184 b,K2-184,Transit,2018
4285,K2-184 b,K2-184,Transit,2018
4286,K2-184 b,K2-184,Transit,2018
4287,K2-184 b,K2-184,Transit,2018
4288,K2-185 b,K2-185,Transit,2018
4289,K2-185 b,K2-185,Transit,2018
4290,K2-185 b,K2-185,Transit,2018
4291,K2-185 c,K2-185,Transit,2018
4292,K2-185 c,K2-185,Transit,2018
4293,K2-185 c,K2-185,Transit,2018
4294,K2-186 b,K2-186,Transit,2018
4295,K2-186 b,K2-186,Transit,2018
4296,K2-187 b,K2-187,Transit,2018
4297,K2-187 b,K2-187,Transit,2018
4298,K2-187 b,K2-187,Transit,2018
4299,K2-187 b,K2-187,Transit,2018
4300,K2-187 c,K2-187,Transit,2018
4301,K2-187 c,K2-187,Transit,2018
4302,K2-187 c,K2-187,Transit,2018
4303,K2-187 c,K2-187,Transit,2018
4304,K2-187 c,K2-187,Transit,2018
4305,K2-187 d,K2-187,Transit,2018
4306,K2-187 d,K2-187,Transit,2018
4307,K2-187 d,K2-187,Transit,2018
4308,K2-187 d,K2-187,Transit,2018
4309,K2-187 d,K2-187,Transit,2018
4310,K2-187 d,K2-187,Transit,2018
4311,K2-187 d,K2-187,Transit,2018
4312,K2-187 e,K2-187,Transit,2018
4313,K2-187 e,K2-187,Transit,2018
4314,K2-187 e,K2-187,Transit,2018
4315,K2-187 e,K2-187,Transit,2018
4316,K2-187 e,K2-187,Transit,2018
4317,K2-188 b,K2-188,Transit,2018
4318,K2-188 b,K2-188,Transit,2018
4319,K2-188 c,K2-188,Transit,2018
4320,K2-188 c,K2-188,Transit,2018
4321,K2-188 c,K2-188,Transit,2018
4322,K2-188 c,K2-188,Transit,2018
4323,K2-188 c,K2-188,Transit,2018
4324,K2-188 c,K2-188,Transit,2018
4325,K2-188 c,K2-188,Transit,2018
4326,K2-189 b,K2-189,Transit,2018
4327,K2-189 b,K2-189,Transit,2018
4328,K2-189 b,K2-189,Transit,2018
4329,K2-189 c,K2-189,Transit,2018
4330,K2-189 c,K2-189,Transit,2018
4331,K2-189 c,K2-189,Transit,2018
4332,K2-189 c,K2-189,Transit,2018
4333,K2-189 c,K2-189,Transit,2018
4334,K2-189 c,K2-189,Transit,2018
4335,K2-19 b,K2-19,Transit,2015
4336,K2-19 b,K2-19,Transit,2015
4337,K2-19 b,K2-19,Transit,2015
4338,K2-19 b,K2-19,Transit,2015
4339,K2-19 b,K2-19,Transit,2015
4340,K2-19 b,K2-19,Transit,2015
4341,K2-19 b,K2-19,Transit,2015
4342,K2-19 b,K2-19,Transit,2015
4343,K2-19 b,K2-19,Transit,2015
4344,K2-19 b,K2-19,Transit,2015
4345,K2-19 b,K2-19,Transit,2015
4346,K2-19 b,K2-19,Transit,2015
4347,K2-19 b,K2-19,Transit,2015
4348,K2-19 b,K2-19,Transit,2015
4349,K2-19 b,K2-19,Transit,2015
4350,K2-19 c,K2-19,Transit,2015
4351,K2-19 c,K2-19,Transit,2015
4352,K2-19 c,K2-19,Transit,2015
4353,K2-19 c,K2-19,Transit,2015
4354,K2-19 c,K2-19,Transit,2015
4355,K2-19 c,K2-19,Transit,2015
4356,K2-19 c,K2-19,Transit,2015
4357,K2-19 c,K2-19,Transit,2015
4358,K2-19 c,K2-19,Transit,2015
4359,K2-19 c,K2-19,Transit,2015
4360,K2-19 c,K2-19,Transit,2015
4361,K2-19 c,K2-19,Transit,2015
4362,K2-19 d,K2-19,Transit,2016
4363,K2-19 d,K2-19,Transit,2016
4364,K2-19 d,K2-19,Transit,2016
4365,K2-19 d,K2-19,Transit,2016
4366,K2-19 d,K2-19,Transit,2016
4367,K2-19 d,K2-19,Transit,2016
4368,K2-190 b,K2-190,Transit,2018
4369,K2-190 b,K2-190,Transit,2018
4370,K2-190 b,K2-190,Transit,2018
4371,K2-190 c,K2-190,Transit,2018
4372,K2-191 b,K2-191,Transit,2018
4373,K2-191 b,K2-191,Transit,2018
4374,K2-191 b,K2-191,Transit,2018
4375,K2-191 b,K2-191,Transit,2018
4376,K2-192 b,K2-192,Transit,2018
4377,K2-192 b,K2-192,Transit,2018
4378,K2-192 b,K2-192,Transit,2018
4379,K2-192 b,K2-192,Transit,2018
4380,K2-193 b,K2-193,Transit,2018
4381,K2-193 b,K2-193,Transit,2018
4382,K2-193 b,K2-193,Transit,2018
4383,K2-193 b,K2-193,Transit,2018
4384,K2-193 b,K2-193,Transit,2018
4385,K2-194 b,K2-194,Transit,2018
4386,K2-194 b,K2-194,Transit,2018
4387,K2-194 b,K2-194,Transit,2018
4388,K2-195 b,K2-195,Transit,2018
4389,K2-195 b,K2-195,Transit,2018
4390,K2-195 b,K2-195,Transit,2018
4391,K2-195 b,K2-195,Transit,2018
4392,K2-195 b,K2-195,Transit,2018
4393,K2-195 c,K2-195,Transit,2018
4394,K2-195 c,K2-195,Transit,2018
4395,K2-196 b,K2-196,Transit,2018
4396,K2-197 b,K2-197,Transit,2018
4397,K2-197 b,K2-197,Transit,2018
4398,K2-197 b,K2-197,Transit,2018
4399,K2-197 b,K2-197,Transit,2018
4400,K2-197 b,K2-197,Transit,2018
4401,K2-198 b,K2-198,Transit,2018
4402,K2-198 b,K2-198,Transit,2018
4403,K2-198 b,K2-198,Transit,2018
4404,K2-198 b,K2-198,Transit,2018
4405,K2-198 b,K2-198,Transit,2018
4406,K2-198 c,K2-198,Transit,2019
4407,K2-198 c,K2-198,Transit,2019
4408,K2-198 d,K2-198,Transit,2019
4409,K2-198 d,K2-198,Transit,2019
4410,K2-198 d,K2-198,Transit,2019
4411,K2-198 d,K2-198,Transit,2019
4412,K2-199 b,K2-199,Transit,2018
4413,K2-199 b,K2-199,Transit,2018
4414,K2-199 b,K2-199,Transit,2018
4415,K2-199 b,K2-199,Transit,2018
4416,K2-199 b,K2-199,Transit,2018
4417,K2-199 b,K2-199,Transit,2018
4418,K2-199 c,K2-199,Transit,2018
4419,K2-199 c,K2-199,Transit,2018
4420,K2-199 c,K2-199,Transit,2018
4421,K2-199 c,K2-199,Transit,2018
4422,K2-199 c,K2-199,Transit,2018
4423,K2-199 c,K2-199,Transit,2018
4424,K2-199 c,K2-199,Transit,2018
4425,K2-200 b,K2-200,Transit,2018
4426,K2-200 b,K2-200,Transit,2018
4427,K2-200 b,K2-200,Transit,2018
4428,K2-201 b,K2-201,Transit,2018
4429,K2-201 b,K2-201,Transit,2018
4430,K2-201 c,K2-201,Transit,2018
4431,K2-201 c,K2-201,Transit,2018
4432,K2-2016-BLG-0005L b,K2-2016-BLG-0005L,Microlensing,2023
4433,K2-2016-BLG-0005L b,K2-2016-BLG-0005L,Microlensing,2023
4434,K2-202 b,K2-202,Transit,2018
4435,K2-202 b,K2-202,Transit,2018
4436,K2-203 b,K2-203,Transit,2018
4437,K2-203 b,K2-203,Transit,2018
4438,K2-204 b,K2-204,Transit,2018
4439,K2-204 b,K2-204,Transit,2018
4440,K2-205 b,K2-205,Transit,2018
4441,K2-205 b,K2-205,Transit,2018
4442,K2-206 b,K2-206,Transit,2018
4443,K2-207 b,K2-207,Transit,2018
4444,K2-207 b,K2-207,Transit,2018
4445,K2-208 b,K2-208,Transit,2018
4446,K2-208 b,K2-208,Transit,2018
4447,K2-209 b,K2-209,Transit,2018
4448,K2-21 b,K2-21,Transit,2015
4449,K2-21 b,K2-21,Transit,2015
4450,K2-21 b,K2-21,Transit,2015
4451,K2-21 b,K2-21,Transit,2015
4452,K2-21 b,K2-21,Transit,2015
4453,K2-21 c,K2-21,Transit,2015
4454,K2-21 c,K2-21,Transit,2015
4455,K2-21 c,K2-21,Transit,2015
4456,K2-21 c,K2-21,Transit,2015
4457,K2-21 c,K2-21,Transit,2015
4458,K2-21 c,K2-21,Transit,2015
4459,K2-210 b,K2-210,Transit,2018
4460,K2-210 b,K2-210,Transit,2018
4461,K2-211 b,K2-211,Transit,2018
4462,K2-211 b,K2-211,Transit,2018
4463,K2-211 b,K2-211,Transit,2018
4464,K2-212 b,K2-212,Transit,2018
4465,K2-212 b,K2-212,Transit,2018
4466,K2-212 b,K2-212,Transit,2018
4467,K2-212 b,K2-212,Transit,2018
4468,K2-212 b,K2-212,Transit,2018
4469,K2-212 b,K2-212,Transit,2018
4470,K2-213 b,K2-213,Transit,2018
4471,K2-214 b,K2-214,Transit,2018
4472,K2-214 b,K2-214,Transit,2018
4473,K2-214 b,K2-214,Transit,2018
4474,K2-214 b,K2-214,Transit,2018
4475,K2-215 b,K2-215,Transit,2018
4476,K2-215 b,K2-215,Transit,2018
4477,K2-216 b,K2-216,Transit,2018
4478,K2-216 b,K2-216,Transit,2018
4479,K2-216 b,K2-216,Transit,2018
4480,K2-216 b,K2-216,Transit,2018
4481,K2-216 b,K2-216,Transit,2018
4482,K2-216 b,K2-216,Transit,2018
4483,K2-217 b,K2-217,Transit,2018
4484,K2-217 b,K2-217,Transit,2018
4485,K2-218 b,K2-218,Transit,2018
4486,K2-218 b,K2-218,Transit,2018
4487,K2-219 b,K2-219,Transit,2018
4488,K2-219 b,K2-219,Transit,2018
4489,K2-219 c,K2-219,Transit,2018
4490,K2-219 c,K2-219,Transit,2018
4491,K2-219 d,K2-219,Transit,2018
4492,K2-219 d,K2-219,Transit,2018
4493,K2-22 b,K2-22,Transit,2015
4494,K2-22 b,K2-22,Transit,2015
4495,K2-22 b,K2-22,Transit,2015
4496,K2-22 b,K2-22,Transit,2015
4497,K2-22 b,K2-22,Transit,2015
4498,K2-22 b,K2-22,Transit,2015
4499,K2-22 b,K2-22,Transit,2015
4500,K2-220 b,K2-220,Transit,2018
4501,K2-220 b,K2-220,Transit,2018
4502,K2-220 b,K2-220,Transit,2018
4503,K2-220 b,K2-220,Transit,2018
4504,K2-221 b,K2-221,Transit,2018
4505,K2-221 b,K2-221,Transit,2018
4506,K2-222 b,K2-222,Transit,2018
4507,K2-222 b,K2-222,Transit,2018
4508,K2-222 b,K2-222,Transit,2018
4509,K2-222 b,K2-222,Transit,2018
4510,K2-222 b,K2-222,Transit,2018
4511,K2-223 b,K2-223,Transit,2018
4512,K2-223 b,K2-223,Transit,2018
4513,K2-223 b,K2-223,Transit,2018
4514,K2-223 c,K2-223,Transit,2018
4515,K2-223 c,K2-223,Transit,2018
4516,K2-223 c,K2-223,Transit,2018
4517,K2-224 b,K2-224,Transit,2018
4518,K2-224 b,K2-224,Transit,2018
4519,K2-224 c,K2-224,Transit,2018
4520,K2-224 c,K2-224,Transit,2018
4521,K2-225 b,K2-225,Transit,2018
4522,K2-225 b,K2-225,Transit,2018
4523,K2-226 b,K2-226,Transit,2018
4524,K2-226 b,K2-226,Transit,2018
4525,K2-227 b,K2-227,Transit,2018
4526,K2-228 b,K2-228,Transit,2018
4527,K2-228 b,K2-228,Transit,2018
4528,K2-229 b,K2-229,Transit,2018
4529,K2-229 b,K2-229,Transit,2018
4530,K2-229 b,K2-229,Transit,2018
4531,K2-229 b,K2-229,Transit,2018
4532,K2-229 b,K2-229,Transit,2018
4533,K2-229 c,K2-229,Transit,2018
4534,K2-229 c,K2-229,Transit,2018
4535,K2-229 c,K2-229,Transit,2018
4536,K2-230 b,K2-230,Transit,2018
4537,K2-230 b,K2-230,Transit,2018
4538,K2-231 b,K2-231,Transit,2018
4539,K2-231 b,K2-231,Transit,2018
4540,K2-232 b,K2-232,Transit,2018
4541,K2-232 b,K2-232,Transit,2018
4542,K2-232 b,K2-232,Transit,2018
4543,K2-232 b,K2-232,Transit,2018
4544,K2-233 b,K2-233,Transit,2018
4545,K2-233 b,K2-233,Transit,2018
4546,K2-233 c,K2-233,Transit,2018
4547,K2-233 c,K2-233,Transit,2018
4548,K2-233 d,K2-233,Transit,2018
4549,K2-233 d,K2-233,Transit,2018
4550,K2-233 d,K2-233,Transit,2018
4551,K2-237 b,K2-237,Transit,2018
4552,K2-237 b,K2-237,Transit,2018
4553,K2-237 b,K2-237,Transit,2018
4554,K2-237 b,K2-237,Transit,2018
4555,K2-237 b,K2-237,Transit,2018
4556,K2-237 b,K2-237,Transit,2018
4557,K2-237 b,K2-237,Transit,2018
4558,K2-237 b,K2-237,Transit,2018
4559,K2-238 b,K2-238,Transit,2018
4560,K2-238 b,K2-238,Transit,2018
4561,K2-238 b,K2-238,Transit,2018
4562,K2-239 b,K2-239,Transit,2018
4563,K2-239 c,K2-239,Transit,2018
4564,K2-239 d,K2-239,Transit,2018
4565,K2-24 b,K2-24,Transit,2016
4566,K2-24 b,K2-24,Transit,2016
4567,K2-24 b,K2-24,Transit,2016
4568,K2-24 b,K2-24,Transit,2016
4569,K2-24 b,K2-24,Transit,2016
4570,K2-24 b,K2-24,Transit,2016
4571,K2-24 b,K2-24,Transit,2016
4572,K2-24 b,K2-24,Transit,2016
4573,K2-24 c,K2-24,Transit,2016
4574,K2-24 c,K2-24,Transit,2016
4575,K2-24 c,K2-24,Transit,2016
4576,K2-24 c,K2-24,Transit,2016
4577,K2-24 c,K2-24,Transit,2016
4578,K2-24 c,K2-24,Transit,2016
4579,K2-24 c,K2-24,Transit,2016
4580,K2-24 c,K2-24,Transit,2016
4581,K2-240 b,K2-240,Transit,2018
4582,K2-240 c,K2-240,Transit,2018
